/ext3/miniconda3/lib/python3.9/site-packages/torch/utils/data/dataloader.py:554: UserWarning: This DataLoader will create 6 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
Epoch 6, batch 283, loss=1.3087201118469238
Epoch 6, batch 284, loss=1.1646140813827515
Epoch 6, batch 285, loss=1.3534573316574097
Epoch 6, batch 286, loss=1.3341721296310425
Epoch 6, batch 287, loss=1.5640475749969482
Epoch 6, batch 288, loss=1.222561240196228
Epoch 6, batch 289, loss=1.0283340215682983
Epoch 6, batch 290, loss=1.5578505992889404
Epoch 6, batch 291, loss=1.523298978805542
Epoch 6, batch 292, loss=1.6418250799179077
Epoch 6, batch 293, loss=1.3796403408050537
Epoch 6, batch 294, loss=1.1166105270385742
Epoch 6, batch 295, loss=1.0159190893173218
Epoch 6, batch 296, loss=1.267313003540039
Epoch 6, batch 297, loss=1.0708322525024414
Epoch 6, batch 298, loss=1.4115214347839355
Epoch 6, batch 299, loss=1.4154523611068726
Epoch 6, batch 300, loss=1.2216213941574097
Epoch 6, batch 301, loss=1.256834864616394
Epoch 6, batch 302, loss=1.1876869201660156
Epoch 6, batch 303, loss=1.3383773565292358
Epoch 6, batch 304, loss=1.0976933240890503
Epoch 6, batch 305, loss=1.3665345907211304
Epoch 6, batch 306, loss=1.4396684169769287
Epoch 6, batch 307, loss=1.2811667919158936
Epoch 6, batch 308, loss=1.098122000694275
Epoch 6, batch 309, loss=1.2386115789413452
Epoch 6, batch 310, loss=1.3688795566558838
Epoch 6, batch 311, loss=1.3389447927474976
Epoch 6, batch 312, loss=1.1571749448776245
Epoch 6, batch 313, loss=1.2961307764053345
Epoch 6, batch 314, loss=1.4890217781066895
Epoch 6, batch 315, loss=1.4988268613815308
Epoch 6, batch 316, loss=1.442582130432129
Epoch 6, batch 317, loss=1.6763662099838257
Epoch 6, batch 318, loss=1.3437108993530273
Epoch 6, batch 319, loss=1.503453254699707
Epoch 6, batch 320, loss=1.2661092281341553
Epoch 6, batch 321, loss=1.2671854496002197
Epoch 6, batch 322, loss=1.3525422811508179
Epoch 6, batch 323, loss=1.4104697704315186
Epoch 6, batch 324, loss=1.5078439712524414
Epoch 6, batch 325, loss=1.3171703815460205
Epoch 6, batch 326, loss=1.3187286853790283
Epoch 6, batch 327, loss=1.5275521278381348
Epoch 6, batch 328, loss=1.1950688362121582
Epoch 6, batch 329, loss=1.2187936305999756
Epoch 6, batch 330, loss=1.171743631362915
Epoch 6, batch 331, loss=1.2959463596343994
Epoch 6, batch 332, loss=1.2369526624679565
Epoch 6, batch 333, loss=1.245373249053955
Epoch 6, batch 334, loss=1.2095229625701904
Epoch 6, batch 335, loss=1.2353380918502808
Epoch 6, batch 336, loss=1.4022773504257202
Epoch 6, batch 337, loss=1.3915956020355225
Epoch 6, batch 338, loss=1.4183372259140015
Epoch 6, batch 339, loss=1.3282828330993652
Epoch 6, batch 340, loss=1.524839162826538
Epoch 6, batch 341, loss=1.4140655994415283
Epoch 6, batch 342, loss=1.2020952701568604
Epoch 6, batch 343, loss=1.172817587852478
Epoch 6, batch 344, loss=1.099697232246399
Epoch 6, batch 345, loss=1.1939811706542969
Epoch 6, batch 346, loss=1.0969209671020508
Epoch 6, batch 347, loss=1.1981782913208008
Epoch 6, batch 348, loss=1.1084282398223877
Epoch 6, batch 349, loss=1.1020201444625854
Epoch 6, batch 350, loss=1.442157506942749
Epoch 6, batch 351, loss=1.390977382659912
Epoch 6, batch 352, loss=1.516740322113037
Epoch 6, batch 353, loss=1.2263420820236206
Epoch 6, batch 354, loss=1.2848273515701294
Epoch 6, batch 355, loss=1.2083353996276855
Epoch 6, batch 356, loss=1.28462553024292
Epoch 6, batch 357, loss=1.203545093536377
Epoch 6, batch 358, loss=1.1222625970840454
Epoch 6, batch 359, loss=1.5286320447921753
Epoch 6, batch 360, loss=1.1819502115249634
Epoch 6, batch 361, loss=1.0169328451156616
Epoch 6, batch 362, loss=1.2971445322036743
Epoch 6, batch 363, loss=1.3566882610321045
Epoch 6, batch 364, loss=1.5153748989105225
Epoch 6, batch 365, loss=1.6177291870117188
Epoch 6, batch 366, loss=1.522735595703125
Epoch 6, batch 367, loss=1.2271584272384644
Epoch 6, batch 368, loss=1.1854432821273804
Epoch 6, batch 369, loss=1.301674246788025
Epoch 6, batch 370, loss=1.3586995601654053
Epoch 6, batch 371, loss=1.2161457538604736
Epoch 6, batch 372, loss=1.2051901817321777
Epoch 6, batch 373, loss=0.9430269002914429
Epoch 6, batch 374, loss=1.499500036239624
Epoch 6, batch 375, loss=1.2382380962371826
Epoch 6, batch 376, loss=1.3948944807052612
Epoch 6, batch 377, loss=1.3394149541854858
Epoch 6, batch 378, loss=1.2100857496261597
Epoch 6, batch 379, loss=0.9508007764816284
Epoch 6, batch 380, loss=1.0883841514587402
Epoch 6, batch 381, loss=1.4346749782562256
Epoch 6, batch 382, loss=1.497816562652588
Epoch 6, batch 383, loss=0.9978501200675964
Epoch 6, batch 384, loss=1.4002423286437988
Epoch 6, batch 385, loss=1.3761212825775146
Epoch 6, batch 386, loss=1.2314804792404175
Epoch 6, batch 387, loss=1.20476233959198
Epoch 6, batch 388, loss=1.2742936611175537
Epoch 6, batch 389, loss=1.4734729528427124
Epoch 6, batch 390, loss=1.1642465591430664
Epoch 6, batch 391, loss=1.1924707889556885
Epoch 6, batch 392, loss=1.0767006874084473
Epoch 6, batch 393, loss=1.4196604490280151
Epoch 6, batch 394, loss=1.2469532489776611
Epoch 6, batch 395, loss=1.3357775211334229
Epoch 6, batch 396, loss=1.4326822757720947
Epoch 6, batch 397, loss=1.1786677837371826
Epoch 6, batch 398, loss=1.3884203433990479
Epoch 6, batch 399, loss=1.1872313022613525
Epoch 6, batch 400, loss=1.319002628326416
Epoch 6, batch 401, loss=1.1933045387268066
Epoch 6, batch 402, loss=1.0541317462921143
Epoch 6, batch 403, loss=1.243013620376587
Epoch 6, batch 404, loss=1.2341315746307373
Epoch 6, batch 405, loss=1.3256349563598633
Epoch 6, batch 406, loss=1.2369438409805298
Epoch 6, batch 407, loss=1.3538020849227905
Epoch 6, batch 408, loss=1.259015679359436
Epoch 6, batch 409, loss=1.2230277061462402
Epoch 6, batch 410, loss=1.0214736461639404
Epoch 6, batch 411, loss=1.1928613185882568
Epoch 6, batch 412, loss=1.2122957706451416
Epoch 6, batch 413, loss=1.2870368957519531
Epoch 6, batch 414, loss=1.344035029411316
Epoch 6, batch 415, loss=1.3017351627349854
Epoch 6, batch 416, loss=1.0186160802841187
Epoch 6, batch 417, loss=1.132015585899353
Epoch 6, batch 418, loss=1.3663420677185059
Epoch 6, batch 419, loss=1.3469455242156982
Epoch 6, batch 420, loss=1.3561348915100098
Epoch 6, batch 421, loss=1.1231889724731445
Epoch 6, batch 422, loss=1.28467857837677
Epoch 6, batch 423, loss=1.2086454629898071
Epoch 6, batch 424, loss=1.0546295642852783
Epoch 6, batch 425, loss=1.1256365776062012
Epoch 6, batch 426, loss=1.4729671478271484
Epoch 6, batch 427, loss=1.4171035289764404
Epoch 6, batch 428, loss=1.19730544090271
Epoch 6, batch 429, loss=1.5995893478393555
Epoch 6, batch 430, loss=1.0505484342575073
Epoch 6, batch 431, loss=1.4491372108459473
Epoch 6, batch 432, loss=1.176347255706787
Epoch 6, batch 433, loss=1.4032777547836304
Epoch 6, batch 434, loss=1.1673274040222168
Epoch 6, batch 435, loss=1.2457249164581299
Epoch 6, batch 436, loss=1.0143080949783325
Epoch 6, batch 437, loss=1.5397613048553467
Epoch 6, batch 438, loss=1.0081539154052734
Epoch 6, batch 439, loss=1.4675285816192627
Epoch 6, batch 440, loss=1.505066156387329
Epoch 6, batch 441, loss=1.2066371440887451
Epoch 6, batch 442, loss=1.241530418395996
Epoch 6, batch 443, loss=1.4001107215881348
Epoch 6, batch 444, loss=1.3632405996322632
Epoch 6, batch 445, loss=1.236247181892395
Epoch 6, batch 446, loss=1.0397522449493408
Epoch 6, batch 447, loss=1.2983272075653076
Epoch 6, batch 448, loss=1.216315746307373
Epoch 6, batch 449, loss=1.0569813251495361
Epoch 6, batch 450, loss=1.2590391635894775
Epoch 6, batch 451, loss=1.3431147336959839
Epoch 6, batch 452, loss=1.0426175594329834
Epoch 6, batch 453, loss=1.4084928035736084
Epoch 6, batch 454, loss=1.201993465423584
Epoch 6, batch 455, loss=1.2593164443969727
Epoch 6, batch 456, loss=1.2528460025787354
Epoch 6, batch 457, loss=1.2067594528198242
Epoch 6, batch 458, loss=1.3906009197235107
Epoch 6, batch 459, loss=1.3996394872665405
Epoch 6, batch 460, loss=1.3742876052856445
Epoch 6, batch 461, loss=0.9942142367362976
Epoch 6, batch 462, loss=1.2633942365646362
Epoch 6, batch 463, loss=1.1554542779922485
Epoch 6, batch 464, loss=1.7074627876281738
Epoch 6, batch 465, loss=1.5103929042816162
Epoch 6, batch 466, loss=1.4995015859603882
Epoch 6, batch 467, loss=1.2537643909454346
Epoch 6, batch 468, loss=1.1973310708999634
Epoch 6, batch 469, loss=1.2394108772277832
Epoch 6, batch 470, loss=1.6318652629852295
Epoch 6, batch 471, loss=0.9766607284545898
Epoch 6, batch 472, loss=1.018706202507019
Epoch 6, batch 473, loss=1.1797006130218506
Epoch 6, batch 474, loss=1.5003113746643066
Epoch 6, batch 475, loss=1.0480339527130127
Epoch 6, batch 476, loss=1.7513465881347656
Epoch 6, batch 477, loss=1.2216248512268066
Epoch 6, batch 478, loss=0.994193434715271
Average epoch loss=0.4307248661375112
Epoch 7, batch 0, loss=0.8963059186935425
Epoch 7, batch 1, loss=1.2888790369033813
Epoch 7, batch 2, loss=1.2783749103546143
Epoch 7, batch 3, loss=1.553851842880249
Epoch 7, batch 4, loss=1.310652494430542
Epoch 7, batch 5, loss=1.312341332435608
Epoch 7, batch 6, loss=1.716886043548584
Epoch 7, batch 7, loss=1.3460006713867188
Epoch 7, batch 8, loss=1.1731412410736084
Epoch 7, batch 9, loss=1.1005802154541016
Epoch 7, batch 10, loss=1.1601941585540771
Epoch 7, batch 11, loss=1.3753585815429688
Epoch 7, batch 12, loss=1.374760627746582
Epoch 7, batch 13, loss=1.2753136157989502
Epoch 7, batch 14, loss=1.615836501121521
Epoch 7, batch 15, loss=1.0608556270599365
Epoch 7, batch 16, loss=1.514445185661316
Epoch 7, batch 17, loss=1.475887656211853
Epoch 7, batch 18, loss=1.1919574737548828
Epoch 7, batch 19, loss=1.3577990531921387
Epoch 7, batch 20, loss=1.0616577863693237
Epoch 7, batch 21, loss=1.5676078796386719
Epoch 7, batch 22, loss=1.131943941116333
Epoch 7, batch 23, loss=1.411354422569275
Epoch 7, batch 24, loss=1.1612218618392944
Epoch 7, batch 25, loss=1.2583287954330444
Epoch 7, batch 26, loss=1.418187141418457
Epoch 7, batch 27, loss=1.5549901723861694
Epoch 7, batch 28, loss=1.2612707614898682
Epoch 7, batch 29, loss=0.9865411520004272
Epoch 7, batch 30, loss=1.0491242408752441
Epoch 7, batch 31, loss=1.271030068397522
Epoch 7, batch 32, loss=1.3262747526168823
Epoch 7, batch 33, loss=1.0869662761688232
Epoch 7, batch 34, loss=1.2373878955841064
Epoch 7, batch 35, loss=1.225717306137085
Epoch 7, batch 36, loss=1.5464937686920166
Epoch 7, batch 37, loss=1.344150424003601
Epoch 7, batch 38, loss=1.455610990524292
Epoch 7, batch 39, loss=1.0794756412506104
Epoch 7, batch 40, loss=0.9625791311264038
Epoch 7, batch 41, loss=1.215972661972046
Epoch 7, batch 42, loss=1.3288824558258057
Epoch 7, batch 43, loss=1.261157512664795
Epoch 7, batch 44, loss=1.1947619915008545
Epoch 7, batch 45, loss=1.3090225458145142
Epoch 7, batch 46, loss=1.3394988775253296
Epoch 7, batch 47, loss=0.9413039684295654
Epoch 7, batch 48, loss=1.2689039707183838
Epoch 7, batch 49, loss=1.1523768901824951
Epoch 7, batch 50, loss=1.2579044103622437
Epoch 7, batch 51, loss=1.5202360153198242
Epoch 7, batch 52, loss=1.5611342191696167
Epoch 7, batch 53, loss=1.422324538230896
Epoch 7, batch 54, loss=1.4041175842285156
Epoch 7, batch 55, loss=1.1614378690719604
Epoch 7, batch 56, loss=1.2630832195281982
Epoch 7, batch 57, loss=1.2173513174057007
Epoch 7, batch 58, loss=1.102576732635498
Epoch 7, batch 59, loss=1.2937467098236084
Epoch 7, batch 60, loss=1.603846549987793
Epoch 7, batch 61, loss=1.4327099323272705
Epoch 7, batch 62, loss=1.4673995971679688
Epoch 7, batch 63, loss=0.9989186525344849
Epoch 7, batch 64, loss=1.517344355583191
Epoch 7, batch 65, loss=1.1417888402938843
Epoch 7, batch 66, loss=1.3590116500854492
Epoch 7, batch 67, loss=1.2517240047454834
Epoch 7, batch 68, loss=1.1279289722442627
Epoch 7, batch 69, loss=1.313230037689209
Epoch 7, batch 70, loss=1.2021827697753906
Epoch 7, batch 71, loss=1.239842414855957
Epoch 7, batch 72, loss=1.0361610651016235
Epoch 7, batch 73, loss=1.3889751434326172
Epoch 7, batch 74, loss=1.1465158462524414
Epoch 7, batch 75, loss=1.3328800201416016
Epoch 7, batch 76, loss=1.3112027645111084
Epoch 7, batch 77, loss=1.1625328063964844
Epoch 7, batch 78, loss=1.2196577787399292
Epoch 7, batch 79, loss=1.221748948097229
Epoch 7, batch 80, loss=1.5028905868530273
Epoch 7, batch 81, loss=1.3121007680892944
Epoch 7, batch 82, loss=1.2688584327697754
Epoch 7, batch 83, loss=1.200474739074707
Epoch 7, batch 84, loss=1.1952204704284668
Epoch 7, batch 85, loss=1.3027143478393555
Epoch 7, batch 86, loss=1.1612675189971924
Epoch 7, batch 87, loss=1.3853925466537476
Epoch 7, batch 88, loss=1.093501329421997
Epoch 7, batch 89, loss=1.3234061002731323
Epoch 7, batch 90, loss=1.3571650981903076
Epoch 7, batch 91, loss=1.4535777568817139
Epoch 7, batch 92, loss=1.1226990222930908
Epoch 7, batch 93, loss=1.171553611755371
Epoch 7, batch 94, loss=1.2530698776245117
Epoch 7, batch 95, loss=1.451059103012085
Epoch 7, batch 96, loss=1.5301917791366577
Epoch 7, batch 97, loss=1.1424493789672852
Epoch 7, batch 98, loss=1.3976129293441772
Epoch 7, batch 99, loss=1.1452300548553467
Epoch 7, batch 100, loss=1.4164260625839233
Epoch 7, batch 101, loss=1.319920539855957
Epoch 7, batch 102, loss=1.2859258651733398
Epoch 7, batch 103, loss=1.1374341249465942
Epoch 7, batch 104, loss=1.4564104080200195
Epoch 7, batch 105, loss=1.2312257289886475
Epoch 7, batch 106, loss=1.4208946228027344
Epoch 7, batch 107, loss=1.2411203384399414
Epoch 7, batch 108, loss=1.5190757513046265
Epoch 7, batch 109, loss=1.3677186965942383
Epoch 7, batch 110, loss=1.3683662414550781
Epoch 7, batch 111, loss=1.2749884128570557
Epoch 7, batch 112, loss=1.4472036361694336
Epoch 7, batch 113, loss=1.4940017461776733
Epoch 7, batch 114, loss=1.4435670375823975
Epoch 7, batch 115, loss=1.1980440616607666
Epoch 7, batch 116, loss=1.1171574592590332
Epoch 7, batch 117, loss=1.1190730333328247
Epoch 7, batch 118, loss=1.6692060232162476
Epoch 7, batch 119, loss=1.1950514316558838
Epoch 7, batch 120, loss=1.1713416576385498
Epoch 7, batch 121, loss=1.3248493671417236
Epoch 7, batch 122, loss=0.9808568954467773
Epoch 7, batch 123, loss=1.0656217336654663
Epoch 7, batch 124, loss=1.1512715816497803
Epoch 7, batch 125, loss=1.2017122507095337
Epoch 7, batch 126, loss=1.1699813604354858
Epoch 7, batch 127, loss=1.3799352645874023
Epoch 7, batch 128, loss=1.3167738914489746
Epoch 7, batch 129, loss=1.0637741088867188
Epoch 7, batch 130, loss=1.4484443664550781
Epoch 7, batch 131, loss=1.1393181085586548
Epoch 7, batch 132, loss=1.396512508392334
Epoch 7, batch 133, loss=1.5420026779174805
Epoch 7, batch 134, loss=1.4299638271331787
Epoch 7, batch 135, loss=1.6392415761947632
Epoch 7, batch 136, loss=1.1562092304229736
Epoch 7, batch 137, loss=1.5567426681518555
Epoch 7, batch 138, loss=1.3274526596069336
Epoch 7, batch 139, loss=1.2671217918395996
Epoch 7, batch 140, loss=1.210740566253662
Epoch 7, batch 141, loss=1.3450596332550049
Epoch 7, batch 142, loss=1.0999221801757812
Epoch 7, batch 143, loss=1.1397309303283691
Epoch 7, batch 144, loss=1.1104544401168823
Epoch 7, batch 145, loss=1.1913341283798218
Epoch 7, batch 146, loss=1.3109462261199951
Epoch 7, batch 147, loss=1.3775277137756348
Epoch 7, batch 148, loss=1.0318400859832764
Epoch 7, batch 149, loss=1.321358561515808
Epoch 7, batch 150, loss=1.1343443393707275
Epoch 7, batch 151, loss=1.2827033996582031
Epoch 7, batch 152, loss=0.9330576658248901
Epoch 7, batch 153, loss=1.371511697769165
Epoch 7, batch 154, loss=1.229487419128418
Epoch 7, batch 155, loss=1.0888959169387817
Epoch 7, batch 156, loss=1.1266030073165894
Epoch 7, batch 157, loss=1.3137474060058594
Epoch 7, batch 158, loss=1.368077278137207
Epoch 7, batch 159, loss=1.3332959413528442
Epoch 7, batch 160, loss=1.2680134773254395
Epoch 7, batch 161, loss=1.121932029724121
Epoch 7, batch 162, loss=1.554460883140564
Epoch 7, batch 163, loss=1.5060062408447266
Epoch 7, batch 164, loss=1.1761791706085205
Epoch 7, batch 165, loss=1.2097234725952148
Epoch 7, batch 166, loss=1.105536937713623
Epoch 7, batch 167, loss=1.5218963623046875
Epoch 7, batch 168, loss=1.2193949222564697
Epoch 7, batch 169, loss=1.3725736141204834
Epoch 7, batch 170, loss=1.338079810142517
Epoch 7, batch 171, loss=1.3891465663909912
Epoch 7, batch 172, loss=1.8353750705718994
Epoch 7, batch 173, loss=1.3661186695098877
Epoch 7, batch 174, loss=1.406174898147583
Epoch 7, batch 175, loss=1.1956065893173218
Epoch 7, batch 176, loss=1.6031945943832397
Epoch 7, batch 177, loss=1.5028698444366455
Epoch 7, batch 178, loss=1.605140209197998
Epoch 7, batch 179, loss=1.6129077672958374
Epoch 7, batch 180, loss=1.172379493713379
Epoch 7, batch 181, loss=1.1470623016357422
Epoch 7, batch 182, loss=1.3787068128585815
Epoch 7, batch 183, loss=1.3420714139938354
Epoch 7, batch 184, loss=1.2479127645492554
Epoch 7, batch 185, loss=1.133886694908142
Epoch 7, batch 186, loss=1.21274733543396
Epoch 7, batch 187, loss=1.3534210920333862
Epoch 7, batch 188, loss=1.3333172798156738
Epoch 7, batch 189, loss=1.4206430912017822
Epoch 7, batch 190, loss=1.1733317375183105
Epoch 7, batch 191, loss=1.4955101013183594
Epoch 7, batch 192, loss=1.5379211902618408
Epoch 7, batch 193, loss=1.0833795070648193
Epoch 7, batch 194, loss=1.4716553688049316
Epoch 7, batch 195, loss=1.3158535957336426
Epoch 7, batch 196, loss=1.3476321697235107
Epoch 7, batch 197, loss=1.1509366035461426
Epoch 7, batch 198, loss=1.2747280597686768
Epoch 7, batch 199, loss=1.1716251373291016
Epoch 7, batch 200, loss=1.129361629486084
Epoch 7, batch 201, loss=1.5113223791122437
Epoch 7, batch 202, loss=1.0621733665466309
Epoch 7, batch 203, loss=1.2283145189285278
Epoch 7, batch 204, loss=1.404055118560791
Epoch 7, batch 205, loss=1.4087433815002441
Epoch 7, batch 206, loss=0.9719898104667664
Epoch 7, batch 207, loss=1.2221795320510864
Epoch 7, batch 208, loss=1.409613847732544
Epoch 7, batch 209, loss=1.249634027481079
Epoch 7, batch 210, loss=1.365540862083435
Epoch 7, batch 211, loss=1.3128185272216797
Epoch 7, batch 212, loss=1.4271578788757324
Epoch 7, batch 213, loss=1.271024465560913
Epoch 7, batch 214, loss=1.3063139915466309
Epoch 7, batch 215, loss=1.1448512077331543
Epoch 7, batch 216, loss=1.4741010665893555
Epoch 7, batch 217, loss=1.3177471160888672
Epoch 7, batch 218, loss=1.2128446102142334
Epoch 7, batch 219, loss=1.3056446313858032
Epoch 7, batch 220, loss=1.4477148056030273
Epoch 7, batch 221, loss=1.127721905708313
Epoch 7, batch 222, loss=1.4095916748046875
Epoch 7, batch 223, loss=1.2768394947052002
Epoch 7, batch 224, loss=1.5888969898223877
Epoch 7, batch 225, loss=1.1778854131698608
Epoch 7, batch 226, loss=1.5059860944747925
Epoch 7, batch 227, loss=1.036564826965332
Epoch 7, batch 228, loss=0.8858415484428406
Epoch 7, batch 229, loss=1.2790032625198364
Epoch 7, batch 230, loss=1.141451120376587
Epoch 7, batch 231, loss=1.2917126417160034
Epoch 7, batch 232, loss=1.0036976337432861
Epoch 7, batch 233, loss=1.503788709640503
Epoch 7, batch 234, loss=1.4286869764328003
Epoch 7, batch 235, loss=1.5393561124801636
Epoch 7, batch 236, loss=1.2094049453735352
Epoch 7, batch 237, loss=1.199664831161499
Epoch 7, batch 238, loss=1.2228703498840332
Epoch 7, batch 239, loss=1.3099257946014404
Epoch 7, batch 240, loss=1.2806482315063477
Epoch 7, batch 241, loss=1.2449138164520264
Epoch 7, batch 242, loss=1.3049042224884033
Epoch 7, batch 243, loss=1.562078833580017
Epoch 7, batch 244, loss=1.2456321716308594
Epoch 7, batch 245, loss=1.2715091705322266
Epoch 7, batch 246, loss=1.3429229259490967
Epoch 7, batch 247, loss=1.2929778099060059
Epoch 7, batch 248, loss=1.3182042837142944
Epoch 7, batch 249, loss=1.3781330585479736
Epoch 7, batch 250, loss=1.2877392768859863
Epoch 7, batch 251, loss=1.4834356307983398
Epoch 7, batch 252, loss=1.4605791568756104
Epoch 7, batch 253, loss=1.470813274383545
Epoch 7, batch 254, loss=1.03257417678833
Epoch 7, batch 255, loss=1.1905202865600586
Epoch 7, batch 256, loss=1.1106021404266357
Epoch 7, batch 257, loss=1.149239182472229
Epoch 7, batch 258, loss=1.2478089332580566
Epoch 7, batch 259, loss=1.2889659404754639
Epoch 7, batch 260, loss=1.1551322937011719
Epoch 7, batch 261, loss=1.4552175998687744
Epoch 7, batch 262, loss=1.1543166637420654
Epoch 7, batch 263, loss=1.217010736465454
Epoch 7, batch 264, loss=1.3052695989608765
Epoch 7, batch 265, loss=1.425935983657837
Epoch 7, batch 266, loss=1.3022856712341309
Epoch 7, batch 267, loss=1.0196242332458496
Epoch 7, batch 268, loss=1.499258041381836
Epoch 7, batch 269, loss=1.2843092679977417
Epoch 7, batch 270, loss=1.1783089637756348
Epoch 7, batch 271, loss=0.9702219367027283
Epoch 7, batch 272, loss=1.2952075004577637
Epoch 7, batch 273, loss=1.0997037887573242
Epoch 7, batch 274, loss=1.1154016256332397
Epoch 7, batch 275, loss=1.5352848768234253
Epoch 7, batch 276, loss=1.0490281581878662
Epoch 7, batch 277, loss=1.5645865201950073
Epoch 7, batch 278, loss=1.1674847602844238
Epoch 7, batch 279, loss=1.2676446437835693
Epoch 7, batch 280, loss=1.3021057844161987
Epoch 7, batch 281, loss=1.1709039211273193
Epoch 7, batch 282, loss=0.9843286275863647
Epoch 7, batch 283, loss=1.1221524477005005
Epoch 7, batch 284, loss=1.1055676937103271
Epoch 7, batch 285, loss=1.2030948400497437
Epoch 7, batch 286, loss=1.2412786483764648
Epoch 7, batch 287, loss=1.3401179313659668
Epoch 7, batch 288, loss=1.3736900091171265
Epoch 7, batch 289, loss=1.3246135711669922
Epoch 7, batch 290, loss=1.3534824848175049
Epoch 7, batch 291, loss=1.1329567432403564
Epoch 7, batch 292, loss=1.1778349876403809
Epoch 7, batch 293, loss=1.4014066457748413
Epoch 7, batch 294, loss=1.3251006603240967
Epoch 7, batch 295, loss=0.9555172920227051
Epoch 7, batch 296, loss=1.1937916278839111
Epoch 7, batch 297, loss=1.397726058959961
Epoch 7, batch 298, loss=1.34162175655365
Epoch 7, batch 299, loss=1.1143884658813477
Epoch 7, batch 300, loss=1.1969751119613647
Epoch 7, batch 301, loss=1.2528108358383179
Epoch 7, batch 302, loss=1.606964349746704
Epoch 7, batch 303, loss=1.6086801290512085
Epoch 7, batch 304, loss=1.178490161895752
Epoch 7, batch 305, loss=1.0900198221206665
Epoch 7, batch 306, loss=1.4055122137069702
Epoch 7, batch 307, loss=1.3041595220565796
Epoch 7, batch 308, loss=1.496482253074646
Epoch 7, batch 309, loss=1.5007779598236084
Epoch 7, batch 310, loss=1.326237440109253
Epoch 7, batch 311, loss=1.468673586845398
Epoch 7, batch 312, loss=1.1737377643585205
Epoch 7, batch 313, loss=1.2865679264068604
Epoch 7, batch 314, loss=1.3231719732284546
Epoch 7, batch 315, loss=1.3319613933563232
Epoch 7, batch 316, loss=1.1578344106674194
Epoch 7, batch 317, loss=1.336874008178711
Epoch 7, batch 318, loss=1.369450569152832
Epoch 7, batch 319, loss=1.036929726600647
Epoch 7, batch 320, loss=1.1835514307022095
Epoch 7, batch 321, loss=1.506300926208496
Epoch 7, batch 322, loss=1.2489471435546875
Epoch 7, batch 323, loss=1.3460363149642944
Epoch 7, batch 324, loss=1.149590253829956
Epoch 7, batch 325, loss=1.4008452892303467
Epoch 7, batch 326, loss=1.420838713645935
Epoch 7, batch 327, loss=1.0441612005233765
Epoch 7, batch 328, loss=1.1641521453857422
Epoch 7, batch 329, loss=1.2722994089126587
Epoch 7, batch 330, loss=1.2054363489151
Epoch 7, batch 331, loss=1.545770525932312
Epoch 7, batch 332, loss=1.2150572538375854
Epoch 7, batch 333, loss=1.37044095993042
Epoch 7, batch 334, loss=0.9852088689804077
Epoch 7, batch 335, loss=1.256953239440918
Epoch 7, batch 336, loss=1.3666083812713623
Epoch 7, batch 337, loss=1.4836111068725586
Epoch 7, batch 338, loss=1.5192989110946655
Epoch 7, batch 339, loss=1.0966037511825562
Epoch 7, batch 340, loss=1.3081936836242676
Epoch 7, batch 341, loss=1.098447322845459
Epoch 7, batch 342, loss=0.9824670553207397
Epoch 7, batch 343, loss=1.4520095586776733
Epoch 7, batch 344, loss=1.2685084342956543
Epoch 7, batch 345, loss=1.3287279605865479
Epoch 7, batch 346, loss=1.3188416957855225
Epoch 7, batch 347, loss=1.4146530628204346
Epoch 7, batch 348, loss=1.4480535984039307
Epoch 7, batch 349, loss=1.0730507373809814
Epoch 7, batch 350, loss=1.5874656438827515
Epoch 7, batch 351, loss=1.3971500396728516
Epoch 7, batch 352, loss=1.4929907321929932
Epoch 7, batch 353, loss=1.215766191482544
Epoch 7, batch 354, loss=1.2340240478515625
Epoch 7, batch 355, loss=1.1820054054260254
Epoch 7, batch 356, loss=1.1203892230987549
Epoch 7, batch 357, loss=1.4416325092315674
Epoch 7, batch 358, loss=1.1766705513000488
Epoch 7, batch 359, loss=1.5160768032073975
Epoch 7, batch 360, loss=1.4956077337265015
Epoch 7, batch 361, loss=0.9269150495529175
Epoch 7, batch 362, loss=1.2773678302764893
Epoch 7, batch 363, loss=1.3906586170196533
Epoch 7, batch 364, loss=1.231466293334961
Epoch 7, batch 365, loss=1.3569459915161133
Epoch 7, batch 366, loss=1.3699142932891846
Epoch 7, batch 367, loss=1.3014500141143799
Epoch 7, batch 368, loss=1.4243392944335938
Epoch 7, batch 369, loss=1.7786582708358765
Epoch 7, batch 370, loss=1.3874540328979492
Epoch 7, batch 371, loss=1.3035540580749512
Epoch 7, batch 372, loss=1.2645047903060913
Epoch 7, batch 373, loss=1.5691606998443604
Epoch 7, batch 374, loss=1.118736982345581
Epoch 7, batch 375, loss=1.2038458585739136
Epoch 7, batch 376, loss=1.1416000127792358
Epoch 7, batch 377, loss=1.290390968322754
Epoch 7, batch 378, loss=1.3720636367797852
Epoch 7, batch 379, loss=1.1131616830825806
Epoch 7, batch 380, loss=1.3085777759552002
Epoch 7, batch 381, loss=1.308424711227417
Epoch 7, batch 382, loss=1.1879222393035889
Epoch 7, batch 383, loss=1.11710786819458
Epoch 7, batch 384, loss=1.3205409049987793
